"Frequency","I_filtro"
13850.000000000449,1.9637232673870193e-05
13900.000000000451,1.9567383378158373e-05
13950.000000000451,1.9497489544827923e-05
14000.000000000453,1.9427595128832769e-05
14050.000000000455,1.9361314768056068e-05
14100.000000000457,1.9289917729664714e-05
14150.000000000458,1.922381400083454e-05
14200.00000000046,1.9154266139251638e-05
14250.000000000462,1.9088587574828017e-05
14300.000000000464,1.9020552598600485e-05
14350.000000000466,1.8952671383717082e-05
14400.000000000466,1.8888615435846944e-05
14450.000000000467,1.8820968972384137e-05
14500.000000000469,1.875834935137484e-05
14550.000000000471,1.8690652960938319e-05
14600.000000000473,1.8629723283456535e-05
14650.000000000475,1.8565427005036896e-05
14700.000000000477,1.8502820689811347e-05
14750.000000000478,1.8440760013101132e-05
14800.00000000048,1.837768330069971e-05
14850.000000000482,1.8319017852989569e-05
14900.000000000482,1.8254365632234957e-05
14950.000000000484,1.8195541312404475e-05
15000.000000000486,1.8132773831967924e-05
15050.000000000487,1.8074093891826348e-05
15100.000000000489,1.8012818777910323e-05
15150.000000000491,1.7951712615183725e-05
15200.000000000493,1.7894321073997994e-05
15250.000000000495,1.783351839651651e-05
15300.000000000497,1.7777241030171665e-05
15350.000000000497,1.7716313086086663e-05
15400.000000000498,1.7661501669756493e-05
15450.0000000005,1.7604039974257438e-05
15500.000000000502,1.7547249544461585e-05
15550.000000000504,1.7491543446955157e-05
15600.000000000506,1.7434546212660953e-05
15650.000000000507,1.7381990512991979e-05
15700.000000000509,1.7323518316927498e-05
15750.000000000511,1.7270109292809238e-05
15800.000000000511,1.7214054199347655e-05
15850.000000000513,1.7160756227195341e-05
15900.000000000515,1.7106075913652428e-05
15950.000000000517,1.7050010023472169e-05
16000.000000000518,1.6999338709915737e-05
16050.00000000052,1.6944088333548361e-05
16100.000000000522,1.6893783560030827e-05
16150.000000000524,1.6838257326540807e-05
16200.000000000526,1.6789337634845522e-05
16250.000000000526,1.6737770256570056e-05
16300.000000000528,1.6686172691426964e-05
16350.000000000529,1.6635848038223902e-05
16400.000000000531,1.6584334889554248e-05
16450.000000000535,1.6537547315561512e-05
16500.000000000535,1.6484003468983757e-05
16550.000000000535,1.6435878619962451e-05
16600.000000000538,1.638505330327054e-05
16650.000000000538,1.6337931025271096e-05
16700.000000000542,1.6287376126124771e-05
16750.000000000542,1.6237454987213003e-05
16800.000000000546,1.6190682914905231e-05
16850.000000000546,1.6142654173091431e-05
16900.000000000549,1.6094866621460038e-05
16950.000000000549,1.6045887754062197e-05
17000.000000000549,1.5999853726113157e-05
17050.000000000553,1.5954878082328128e-05
17100.000000000553,1.5905862134640965e-05
17150.000000000557,1.5860223901062798e-05
17200.000000000557,1.5813017649230838e-05
17250.00000000056,1.5770472033565115e-05
17300.00000000056,1.5721551641302151e-05
17350.000000000564,1.567611311384759e-05
17400.000000000564,1.5631385090131221e-05
17450.000000000564,1.5587641846405565e-05
17500.000000000568,1.5542372712836253e-05
17550.000000000568,1.5495264221594165e-05
17600.000000000571,1.5454192106155702e-05
17650.000000000571,1.5409602461359545e-05
17700.000000000575,1.5366701898729217e-05
17750.000000000575,1.5319107060497712e-05
17800.000000000578,1.5279843060323399e-05
17850.000000000578,1.5234380569081081e-05
17900.000000000578,1.5193865376230612e-05
17950.000000000582,1.5144332631572095e-05
18000.000000000582,1.5109020916283868e-05
18050.000000000586,1.5061556218604738e-05
18100.000000000586,1.5025589379454325e-05
18150.000000000589,1.4976487887351703e-05
18200.000000000589,1.4943583614424516e-05
18250.000000000593,1.4900737850676663e-05
18300.000000000593,1.4862722147591572e-05
18350.000000000593,1.4824109868176703e-05
18400.000000000597,1.4782655015562679e-05
18450.000000000597,1.4750739285260901e-05
18500.0000000006,1.4702978612469434e-05
18550.0000000006,1.4672489329532929e-05
18600.000000000604,1.4623682167832932e-05
18650.000000000604,1.4587191232232131e-05
18700.000000000608,1.4544866197732702e-05
18750.000000000608,1.4505123619849921e-05
18800.000000000608,1.4467164390326866e-05
18850.000000000611,1.4417062537025879e-05
18900.000000000611,1.439073021107264e-05
18950.000000000615,1.4364502216168512e-05
19000.000000000615,1.4316042265244801e-05
19050.000000000618,1.4295647390549319e-05
19100.000000000618,1.4242309916537505e-05
19150.000000000622,1.4306388831815544e-05
19200.000000000622,1.4169574856489834e-05
19250.000000000622,1.4205879042821208e-05
19300.000000000626,1.4096153587472886e-05
19350.000000000626,1.42615335964856e-05
19400.000000000629,1.4023093038670834e-05
19450.000000000629,1.3913037406047641e-05
19500.000000000633,1.3948293314633294e-05
19550.000000000633,1.4142337082866813e-05
19600.000000000637,1.3876133804928384e-05
19650.000000000637,1.2910939811429376e-05
19700.000000000637,1.3800897344943067e-05
19750.00000000064,1.6121433772887727e-05
19800.00000000064,1.3738578216671647e-05
19850.000000000644,1.0530494625765731e-05
19900.000000000644,1.3655881864309816e-05
19950.000000000648,1.4297009854425544e-05
20000.000000000648,1.3594898906625922e-05
